"program","CIPDESC","EARN_MDN_1YR","EARN_MDN_5YR","institution"
"Nursing","Communication Disorders Sciences and Services.",75945,88391,"Loma Linda University"
"Nursing","Dentistry.",125367,145144,"Loma Linda University"
"Nursing","Advanced/Graduate Dentistry and Oral Sciences.",159508,192366,"Loma Linda University"
"Nursing","Advanced/Graduate Dentistry and Oral Sciences.",181782,235030,"Loma Linda University"
"Nursing","Dental Support Services and Allied Professions.",67159,71640,"Loma Linda University"
"Nursing","Health and Medical Administrative Services.",NA,114575,"Loma Linda University"
"Nursing","Allied Health and Medical Assisting Services.",60043,59567,"Loma Linda University"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",90583,113564,"Loma Linda University"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",70571,77170,"Loma Linda University"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",92363,97622,"Loma Linda University"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",127082,131073,"Loma Linda University"
"Nursing","Clinical/Medical Laboratory Science/Research and Allied Professions.",NA,127531,"Loma Linda University"
"Nursing","Medicine.",66750,203166,"Loma Linda University"
"Nursing","Mental and Social Health Services and Allied Professions.",58654,67323,"Loma Linda University"
"Nursing","Pharmacy, Pharmaceutical Sciences, and Administration.",89531,158018,"Loma Linda University"
"Nursing","Public Health.",59598,90994,"Loma Linda University"
"Nursing","Rehabilitation and Therapeutic Professions.",75739,84746,"Loma Linda University"
"Nursing","Rehabilitation and Therapeutic Professions.",81297,93993,"Loma Linda University"
"Nursing","Medical Illustration and Informatics.",65273,105246,"Loma Linda University"
"Nursing","Dietetics and Clinical Nutrition Services.",59667,73132,"Loma Linda University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",98610,109875,"Loma Linda University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",217830,167922,"Loma Linda University"
"Nursing","Chiropractic.",38143,53416,"Southern California University of Health Sciences"
"Nursing","Alternative and Complementary Medicine and Medical Systems.",27755,27532,"Southern California University of Health Sciences"
"Nursing","Alternative and Complementary Medicine and Medical Systems.",NA,33847,"Southern California University of Health Sciences"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",91233,102894,"Los Angeles Harbor College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,80686,"Los Angeles Pierce College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,108194,"Los Angeles Southwest College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",80602,83472,"Los Angeles Valley College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,99183,"Los Angeles Valley College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",83699,113883,"Los Angeles City College"
"Nursing","Mental and Social Health Services and Allied Professions.",55470,70160,"Loyola Marymount University"
"Nursing","Health and Medical Administrative Services.",21649,39625,"MTI College"
"Nursing","Allied Health and Medical Assisting Services.",30707,37992,"MTI College"
"Nursing","Clinical/Medical Laboratory Science/Research and Allied Professions.",36215,42482,"MTI College"
"Nursing","Health/Medical Preparatory Programs.",31345,46318,"Merced College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",107024,114563,"Merced College"
"Nursing","Health/Medical Preparatory Programs.",NA,48573,"Merritt College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,83038,"Merritt College"
"Nursing","Health/Medical Preparatory Programs.",NA,108436,"Northeastern University Oakland"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,91941,"MiraCosta College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",45865,59725,"Modesto Junior College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",99339,111592,"Modesto Junior College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",105599,92679,"Moorpark College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",88132,91079,"Mt San Antonio College"
"Nursing","Clinical/Medical Laboratory Science/Research and Allied Professions.",NA,74814,"Mt San Antonio College"
"Nursing","Mental and Social Health Services and Allied Professions.",59278,74904,"Mt San Antonio College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",92486,97968,"Mt San Antonio College"
"Nursing","Health/Medical Preparatory Programs.",NA,98527,"Mount Saint Mary's University"
"Nursing","Rehabilitation and Therapeutic Professions.",89701,104359,"Mount Saint Mary's University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",64968,111947,"Mount Saint Mary's University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",99457,117093,"Mount Saint Mary's University"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",NA,112811,"Napa Valley College"
"Nursing","Mental and Social Health Services and Allied Professions.",NA,61755,"Napa Valley College"
"Nursing","Mental and Social Health Services and Allied Professions.",NA,63759,"Napa Valley College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,110607,"Napa Valley College"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",18613,23871,"National Holistic Institute"
"Nursing","Health Services/Allied Health/Health Sciences, General.",55679,62690,"National University"
"Nursing","Health and Medical Administrative Services.",64382,66002,"National University"
"Nursing","Health and Medical Administrative Services.",63627,104280,"National University"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",92748,108041,"National University"
"Nursing","Clinical/Medical Laboratory Science/Research and Allied Professions.",55562,73278,"National University"
"Nursing","Public Health.",52057,55472,"National University"
"Nursing","Public Health.",58859,71991,"National University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",99714,108119,"National University"
"Nursing","Dental Support Services and Allied Professions.",23018,24777,"North-West College-Pomona"
"Nursing","Health and Medical Administrative Services.",30352,33787,"North-West College-Pomona"
"Nursing","Allied Health and Medical Assisting Services.",28420,33012,"North-West College-Pomona"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",38666,38316,"North-West College-Pomona"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",52487,53497,"North-West College-Pomona"
"Nursing","Dental Support Services and Allied Professions.",21748,27533,"North-West College-West Covina"
"Nursing","Health and Medical Administrative Services.",32292,34829,"North-West College-West Covina"
"Nursing","Allied Health and Medical Assisting Services.",30358,32632,"North-West College-West Covina"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",38180,49331,"North-West College-West Covina"
"Nursing","Ophthalmic and Optometric Support Services and Allied Professions.",22381,29449,"North-West College-West Covina"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",50771,50045,"North-West College-West Covina"
"Nursing","Health and Medical Administrative Services.",40938,29383,"North-West College-Van Nuys"
"Nursing","Allied Health and Medical Assisting Services.",31536,32710,"North-West College-Van Nuys"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",62356,55941,"North-West College-Van Nuys"
"Nursing","Mental and Social Health Services and Allied Professions.",59796,56014,"Notre Dame de Namur University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,128248,"Ohlone College"
"Nursing","Dental Support Services and Allied Professions.",NA,37468,"Orange Coast College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",68484,79182,"Orange Coast College"
"Nursing","Dental Support Services and Allied Professions.",29687,28046,"Concorde Career College-San Diego"
"Nursing","Dental Support Services and Allied Professions.",70807,70328,"Concorde Career College-San Diego"
"Nursing","Health and Medical Administrative Services.",29797,37229,"Concorde Career College-San Diego"
"Nursing","Allied Health and Medical Assisting Services.",30842,32607,"Concorde Career College-San Diego"
"Nursing","Allied Health and Medical Assisting Services.",52385,65984,"Concorde Career College-San Diego"
